name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,89.1,58,pharmaceuticals,Health care,M,China,1488028203331,4461.817,388,388,
Tahir,Tahir,tahir,tahir,10.934,64,diversified,Diversified,M,Indonesia,1488028203331,2815.768,727,727,
Aras Agalarov,Agalarov,aras-agalarov,aras-agalarov,0,61,real estate,Fashion and Retail,M,Russia,1488028203332,1738.178,1221,1221,
Elisabeth Badinter,Badinter,elisabeth-badinter,elisabeth-badinter,0.203,72,advertising,Media,F,France,1488028203332,1412.517,1451,1451,
Arthur Blank,Blank,arthur-blank,arthur-blank,13.668,74,Home Depot,Sports,M,United States,1488028203331,3374.329,579,579,http://specials-images.forbesimg.com/imageserve/57e1120ea7ea430a8a1a0906/416x416.jpg?background=000000&cropX1=110&cropX2=712&cropY1=56&cropY2=659
Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,-8.927,80,banking,Finance,M,Spain,1488028203332,1788.31,1191,1191,
Chao Teng-Hsiung,Chao,chao-teng-hsiung,chao-teng-hsiung,-1.122,73,real estate,Real Estate,M,Taiwan,1488028203332,1534.675,1358,1358,
Che Fengsheng,Che,che-fengsheng,che-fengsheng,4.683,54,pharmaceuticals,Health care,M,China,1488028203332,1492.377,1389,1389,
Chen Jinxia,Chen,chen-jinxia,no-pic-female,-1.719,48,investments,Investments,F,China,1488028203332,1786.297,1194,1194,
David Chow,Chow,david-chow-1,david-chow-1,,67,casinos,Gaming,M,Macau,1394743311628,,,,
Chu Lam Yiu,Chu,chu-lam-yiu,chu-lam-yiu,-19.781,47,flavorings,Manufacturing,F,Hong Kong,1488028203332,1931.991,1099,1099,
Glenn Dubin,Dubin,glenn-dubin,glenn-dubin,0,59,hedge funds,Investments,M,United States,1488028203331,2000,1049,1050,http://specials-images.forbesimg.com/imageserve/57e195c031358e16c589c053/416x416.jpg?background=000000&cropX1=55&cropX2=707&cropY1=24&cropY2=677
Kenneth Feld,Feld,kenneth-feld,kenneth-feld,0,68,"circus, live entertainment",Media,M,United States,1488028203331,2500,837,838,http://specials-images.forbesimg.com/imageserve/57e1978f31358e16c589c0b1/416x416.jpg?background=000000&cropX1=180&cropX2=558&cropY1=45&cropY2=424
Polys Haji-Ioannou,Haji-Ioannou,polys-haji-ioannou,no-pic,9.057,58,EasyJet,Service,M,Cyprus,1488028203332,1100.499,1756,1756,
Lutz Mario Helmig,Helmig,lutz-mario-helmig,lutz-mario-helmig,-5.035,70,Medical facilities,Health care,M,Germany,1488028203332,1647.417,1270,1270,
Roberto Hernandez Ramirez,Hernandez Ramirez,roberto-hernandez-ramirez,roberto-hernandez-ramirez,-7.405,74,banking,Finance,M,Mexico,1488028203332,1822.7,1171,1171,
Susan Hirt Hagen,Hirt Hagen,susan-hirt-hagen,no-pic-female,,80,insurance,Finance,F,United States,1394743318313,,,,
Irwin Jacobs,Jacobs,irwin-jacobs,irwin-jacobs,1.484,83,semiconductors,Technology,M,United States,1488028203332,1315.202,1550,1550,
Timur Kulibaev,Kulibaev,timur-kulibaev,timur-kulibaev,-17.183,50,banking,Finance,M,Kazakhstan,1488028203332,1241.372,1620,1620,
Dinara Kulibaeva,Kulibaeva,dinara-kulibaeva,dinara-kulibaeva,-18.113,49,banking,Finance,F,Kazakhstan,1488028203331,2067.252,1012,1012,
Eric Lefkofsky,Lefkofsky,eric-lefkofsky,eric-lefkofsky,4.973,47,Groupon,Technology,M,United States,1488028203332,1850.276,1147,1147,http://specials-images.forbesimg.com/imageserve/57e19cffa7ea430a8a1a0ef6/416x416.jpg?background=000000&cropX1=3&cropX2=734&cropY1=103&cropY2=835
Guenther Lehmann,Lehmann,guenther-lehmann,no-pic,0,,drug stores,Retail,M,Germany,1488028203331,2428.027,871,871,
Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,0,73,oil trading,Oil,M,Singapore,1488028203332,1751.107,1217,1217,
Liu Baolin,Liu,liu-baolin,liu-baolin,0,63,drug distribution,Health care,M,China,1488028203332,1358.075,1503,1503,
Gary Magness,Magness,gary-magness,gary-magness,1.822,62,"cable, investments",Media,M,United States,1488028203332,1408.546,1457,1457,
Yasseen Mansour,Mansour,yasseen-mansour,yasseen-mansour,0,55,diversified,Diversified,M,Egypt,1488028203332,1760.968,1209,1209,
Craig McCaw,McCaw,craig-mccaw,craig-mccaw,-0.358,67,telecom,Media,M,United States,1488028203332,1802.087,1180,1180,
Thomas Meyer,Meyer,thomas-meyer,thomas-meyer,0,,Desigual,Retail,M,Switzerland,1488028203332,1123.285,1736,1736,
Yuri Milner,Milner,yuri-milner,yuri-milner,0,55,Facebook,Investments,M,Russia,1488028203331,3518,555,555,http://specials-images.forbesimg.com/imageserve/57a3b22fa7ea4337c2cef359/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=211&cropY2=955
Rishad Naoroji,Naoroji,rishad-naoroji,rishad-naoroji,-0.001,65,consumer goods,Diversified,M,India,1488028203331,2534.564,816,816,
Jonathan Nelson,Nelson,jonathan-nelson,jonathan-nelson,0,60,private equity,Investments,M,United States,1488028203331,1965,1078,1078,http://specials-images.forbesimg.com/imageserve/57e196d24bbe6f6781c5301d/416x416.jpg?background=000000&cropX1=13&cropX2=660&cropY1=237&cropY2=885
Neal Patterson,Patterson,neal-patterson,neal-patterson,5.483,67,health IT,Technology,M,United States,1488028203332,1466.799,1412,1412,
"H. Ross Perot, Jr.",Perot,h-ross-perot-jr,h-ross-perot-jr,0,58,"computer services, real estate",Technology,M,United States,1488028203332,1600,1300,1302,
Stanley Perron,Perron,stanley-perron,stanley-perron,0,94,"property, retail",Real Estate,M,Australia,1488028203332,1884.753,1128,1128,
Ravi Pillai,Pillai,ravi-pillai,ravi-pillai,0,63,construction,Construction & Engineering,M,India,1488028203331,3482.243,563,563,http://specials-images.forbesimg.com/imageserve/852181c7f225b2df196d085d65487095/416x416.jpg?background=000000&cropX1=113&cropX2=665&cropY1=77&cropY2=630
Jennifer Pritzker,Pritzker,jennifer-pritzker,jennifer-pritzker,1.42,65,"hotels, investments",Service,F,United States,1488028203332,1766.726,1207,1207,http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863
Linda Pritzker,Pritzker,linda-pritzker,no-pic-female,0,63,"hotels, investments",Service,F,United States,1488028203332,1775,1198,1198,http://specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=50&cropX2=675&cropY1=24&cropY2=649
Carlos Rodriguez-Pastor,Rodriguez-Pastor,carlos-rodriguez-pastor,carlos-rodriguez-pastor,-18.588,57,finance,Finance,M,Peru,1488028203331,2687.77,760,760,
Filiz Sahenk,Sahenk,filiz-sahenk,filiz-sahenk,-6.614,50,"bank, media",Finance,F,Turkey,1488028203332,1915.285,1108,1108,
Gil Shwed,Shwed,gil-shwed,gil-shwed,-10.575,49,software,Technology,M,Israel,1488028203331,2716.103,752,752,
Glen Taylor,Taylor,glen-taylor,glen-taylor,0,75,printing,Service,M,United States,1488028203332,1885.474,1126,1126,http://specials-images.forbesimg.com/imageserve/57e19bdd4bbe6f6781c5309d/416x416.jpg?background=000000&cropX1=72&cropX2=660&cropY1=48&cropY2=636
Tiong Hiew King,Tiong,tiong-hiew-king,tiong-hiew-king,-2.431,81,timber/media,Diversified,M,Malaysia,1488028203331,2026.41,1034,1034,
Tsai Cheng-da,Tsai,tsai-cheng-da,no-pic,-21.238,,finance,Finance,M,Taiwan,1488028203331,2283.569,926,926,
Nikolai Tsvetkov,Tsvetkov,nikolai-tsvetkov,nikolai-tsvetkov,,56,banking,Finance,M,Russia,1425251607529,,,,
Sunny Varkey,Varkey,sunny-varkey,sunny-varkey,0,59,education,Service,M,India,1488028203332,1891.535,1121,1121,http://specials-images.forbesimg.com/imageserve/cae20d11ff4607d9cc72441fe608c1d5/416x416.jpg?background=000000&cropX1=135&cropX2=652&cropY1=155&cropY2=672
Ronald Wanek,Wanek,ronald-wanek,no-pic,0,75,Furniture,Manufacturing,M,United States,1488028203331,2001.738,1045,1045,http://specials-images.forbesimg.com/imageserve/57e1906b4bbe6f6781c52f2e/416x416.jpg?background=000000&cropX1=193&cropX2=708&cropY1=274&cropY2=790
Wu Guangming,Wu,wu-guangming,wu-guangming,6.886,54,medical equipment,Health care,M,China,1488028203332,1913.039,1112,1112,
M.A. Yusuff Ali,Yusuff Ali,ma-yusuff-ali,ma-yusuff-ali,0,61,retail,Retail,M,India,1488028203331,4850.008,342,342,http://specials-images.forbesimg.com/imageserve/23c6c031ebb4d5c0d0b5826ba1e4addf/416x416.jpg?background=000000&cropX1=60&cropX2=685&cropY1=82&cropY2=707
Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,-0.264,48,shipbuilding,Logistics,M,Hong Kong,1488028203332,1207.893,1651,1651,
Zhu Xingliang,Zhu,zhu-xingliang,zhu-xingliang,-8.017,57,construction,Construction & Engineering,M,China,1488028203332,1892.895,1120,1120,
Bill Adderley,Adderley,bill-adderley,no-pic,16.036,68,home furnishings,Fashion and Retail,M,United Kingdom,1488028203332,1238.921,1627,1627,
Alain Bouchard,Bouchard,alain-bouchard,alain-bouchard,-40.608,68,retail,Fashion and Retail,M,Canada,1488028203331,3236.601,609,609,
John Brown,Brown,john-brown,john-brown,12.033,82,medical equipment,Health care,M,United States,1488028203331,2777.839,737,737,http://specials-images.forbesimg.com/imageserve/560295b6e4b0ffa7afe4f667/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823
Jayme Garfinkel,Garfinkel,jayme-garfinkel,jayme-garfinkel,-14.077,71,insurance,Finance,M,Brazil,1488028203332,1546.198,1350,1350,//specials-images.forbesimg.com/imageserve/ecb4abe90866ae3092a1e3b0601b43df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=82&cropY2=826
Michael Hintze,Hintze,michael-hintze,michael-hintze,0,63,investment,Finance,M,Australia,1488028203331,2129.77,980,980,
David Nahmad,Nahmad,david-nahmad,david-nahmad,0,69,art,Fashion and Retail,M,Monaco,1488028203332,1850,1148,1148,
Murdaya Poo,Poo,murdaya-poo,murdaya-poo,1.599,76,diversified,Diversified,M,Indonesia,1488028203331,2148.339,971,971,
Prasert Prasarttong-Osoth,Prasarttong-Osoth,prasert-prasarttong-osoth,prasert-prasarttong-osoth,-25.63,83,hospitals,Health care,M,Thailand,1488028203331,2795.055,734,734,http://specials-images.forbesimg.com/imageserve/78fe29cb41cb525d418e5dad8bf3bcbb/416x416.jpg?background=000000&cropX1=121&cropX2=582&cropY1=3&cropY2=464
Gerald Schwartz,Schwartz,gerald-schwartz,gerald-schwartz,4.516,75,finance,Finance,M,Canada,1488028203332,1788.115,1192,1192,
Shin Dong-Joo,Shin,shin-dong-joo,no-pic,2.971,63,Lotte,Fashion and Retail,M,South Korea,1488028203332,1270.408,1596,1596,http://specials-images.forbesimg.com/imageserve/571a73db31358e1869e2a91c/416x416.jpg?background=000000&cropX1=79&cropX2=699&cropY1=105&cropY2=725
Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,0,46,metals,Metals & Mining,M,Russia,1488028203331,2010.724,1040,1040,
Patokh Chodiev,Chodiev,patokh-chodiev,patokh-chodiev,0,64,"mining, metals",Metals & Mining,M,Belgium,1488028203332,1852.636,1146,1146,
Chung Mong-Joon,Chung,chung-mong-joon,chung-mong-joon,-6.786,65,Hyundai,Manufacturing,M,South Korea,1488028203332,1225.053,1637,1637,http://specials-images.forbesimg.com/imageserve/571a783b4bbe6f6f9574db29/416x416.jpg?background=000000&cropX1=32&cropX2=724&cropY1=248&cropY2=940
Gabriel Escarrer,Escarrer,gabriel-escarrer,gabriel-escarrer,-13.916,81,hotels,Service,M,Spain,1488028203332,1680.813,1247,1247,
Rolf Gerling,Gerling,rolf-gerling,rolf-gerling,0,62,insurance,Finance,M,Germany,1488028203332,1482.894,1399,1399,
Huang Bingwen,Huang,huang-bingwen,no-pic,0.618,63,printing,Manufacturing,M,Australia,1488028203332,1023.651,1833,1833,
Huang Li,Huang,huang-li-1,no-pic,4.84,53,electric equipment,Manufacturing,M,China,1488028203332,1575.2,1328,1328,
Huang Wei,Huang,huang-wei,no-pic,-2.973,57,real estate,Real Estate,M,China,1488028203331,2698.672,758,758,
Alijan Ibragimov,Ibragimov,alijan-ibragimov,no-pic,0,63,"mining, metals",Metals & Mining,M,Kazakhstan,1488028203331,2043.459,1024,1024,
Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,-1.626,55,"oil, telecom, banking",Energy,M,Russia,1488028203332,1188.048,1672,1672,
Marc Lasry,Lasry,marc-lasry,marc-lasry,0,56,hedge funds,Investments,M,United States,1488028203332,1594,1310,1310,
Lee Joong-Keun,Lee,lee-joong-keun,lee-joong-keun,0,76,Booyoung,Construction & Engineering,M,South Korea,1488028203331,2335.302,905,905,http://specials-images.forbesimg.com/imageserve/fd2393ccb537f4c38b03191ba3a57ab9/416x416.jpg?background=000000&cropX1=143&cropX2=663&cropY1=18&cropY2=538
Lee Myung-Hee,Lee,lee-myung-hee,lee-myung-hee,-19.223,73,retailer,Fashion and Retail,F,South Korea,1488028203332,1394.279,1472,1472,http://specials-images.forbesimg.com/imageserve/87442ff77ee5bf1f18d8677002f9a2d4/416x416.jpg?background=000000&cropX1=100&cropX2=693&cropY1=16&cropY2=609
Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,-1.964,61,electronics,Technology,M,China,1488028203331,3372.747,580,580,http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688
Jeffrey Lorberbaum,Lorberbaum,jeffrey-lorberbaum,jeffrey-lorberbaum,6.071,62,flooring,Manufacturing,M,United States,1488028203331,2269.192,934,934,http://specials-images.forbesimg.com/imageserve/a5191b847bd677e5f6bd8591568872c4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044
Pier Luigi Loro Piana,Loro Piana,pier-luigi-loro-piana,pier-luigi-loro-piana,0,65,fashion,Fashion and Retail,M,Italy,1488028203332,1309.891,1556,1556,
Alexander Machkevich,Machkevich,alexander-machkevich,alexander-machkevich,0,63,"mining, metals",Metals & Mining,M,Israel,1488028203331,1945.999,1092,1092,
N.R. Narayana Murthy,Murthy,nr-narayana-murthy,nr-narayana-murthy,0,70,software services,Technology,M,India,1488028203332,1856.903,1142,1142,http://specials-images.forbesimg.com/imageserve/57d88ce74bbe6f6781c4f0c1/416x416.jpg?background=000000&cropX1=103&cropX2=585&cropY1=26&cropY2=508
Peter Peterson,Peterson,peter-peterson,peter-peterson,-3.48,90,Blackstone Group,Investments,M,United States,1488028203331,2112.48,986,986,http://specials-images.forbesimg.com/imageserve/57e337e9a7ea430a8a1a1b2b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=114&cropY2=858
Boris Rotenberg,Rotenberg,boris-rotenberg,boris-rotenberg,0,60,"construction, pipes, chemicals",Construction & Engineering,M,Russia,1488028203332,1032.231,1821,1821,
Thomas Secunda,Secunda,thomas-secunda,thomas-secunda,0,62,Bloomberg,Media,M,United States,1488028203331,2450.059,863,863,http://specials-images.forbesimg.com/imageserve/57e17a5fa7ea430a8a1a0c96/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=137&cropY2=881
Shao Genhuo,Shao,shao-genhuo,shao-genhuo,,51,agribusiness,Food and Beverage,M,China,1394743345291,,,,
Martua Sitorus,Sitorus,martua-sitorus,martua-sitorus,6.816,57,palm oil,Manufacturing,M,Indonesia,1488028203332,1504.897,1378,1378,
Ralph Sonnenberg,Sonnenberg,ralph-sonnenberg,no-pic,-26.506,82,blinds,Manufacturing,M,Netherlands,1488028203331,2263.063,936,936,
Kerry Stokes,Stokes,kerry-stokes,kerry-stokes,-76.413,76,"media, mining",Diversified,M,Australia,1488028203332,1913.294,1111,1111,
Katsumi Tada,Tada,katsumi-tada,katsumi-tada,0,71,real estate,Real Estate,M,Japan,1488028203332,1698.224,1237,1237,
Tony Tan Caktiong,Tan Caktiong,tony-tan-caktiong,tony-tan-caktiong,-9.238,64,fast food,Retail,M,Philippines,1488028203331,3352.134,585,585,http://specials-images.forbesimg.com/imageserve/57b6430a4bbe6f2d99208613/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=169&cropY2=913
Joop van den Ende,van den Ende,joop-van-den-ende,joop-van-den-ende,,75,TV,Media,M,Netherlands,1425251419082,,,,
Arkady Volozh,Volozh,arkady-volozh,arkady-volozh,-5.513,53,internet,Media,M,Russia,1488028203332,1038.56,1818,1818,
Wang Junmin,Wang,wang-junmin,wang-junmin,25.116,48,pharmaceuticals,Health care,M,China,1488028203332,1085.434,1771,1771,
Gavril Yushvaev,Yushvaev,gavril-yushvaev,gavril-yushvaev,0,59,"precious metals, real estate",Investments,M,Russia,1488028203332,1174.023,1688,1688,
Zhang Hongwei,Zhang,zhang-hongwei,zhang-hongwei,,62,diversified,Diversified,M,China,1394743354333,,,,
Edgar de Picciotto,de Picciotto,edgar-de-picciotto,edgar-de-picciotto,,87,private banking,Business,M,Switzerland,1426713893299,,,,
Domenico Dolce,Dolce,domenico-dolce,domenico-dolce,0,58,Dolce & Gabbana,Fashion and Retail,M,Italy,1488028203332,1212.142,1648,1648,
Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,0,70,consumer goods,Food and Beverage,F,Germany,1488028203331,1967.707,1069,1071,
Stefano Gabbana,Gabbana,stefano-gabbana,stefano-gabbana,0,54,Dolce & Gabbana,Fashion and Retail,M,Italy,1488028203332,1242.142,1619,1619,
Hoang Kieu,Hoang,kieu-hoang,no-pic,-3.32,72,pharmaceuticals,Health care,M,United States,1488028203331,2850.321,716,716,http://specials-images.forbesimg.com/imageserve/57f56df831358e74c70f4fe0/416x416.jpg?background=000000&cropX1=64&cropX2=736&cropY1=16&cropY2=688
Vladimir Kim,Kim,vladimir-kim,vladimir-kim,-50.198,56,mining,Metals & Mining,M,Kazakhstan,1488028203331,2706.876,754,754,
Alfred Oetker,Oetker,alfred-oetker,alfred-oetker,0,50,consumer goods,Retail,M,Germany,1488028203331,1967.707,1069,1069,
August Oetker,Oetker,august-oetker,august-oetker,0,72,consumer goods,Retail,M,Germany,1488028203331,1967.707,1069,1070,
Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,0,44,consumer goods,Retail,M,Germany,1488028203331,1967.707,1069,1072,
Christian Oetker,Oetker,christian-oetker,no-pic,0,68,consumer goods,Retail,M,Germany,1488028203331,1967.707,1069,1073,
Julia Oetker,Oetker,julia-oetker,julia-oetker,0,38,consumer goods,Retail,F,Germany,1488028203331,1967.707,1069,1074,
Richard Oetker,Oetker,richard-oetker,richard-oetker,0,66,consumer goods,Retail,M,Germany,1488028203331,1967.707,1069,1075,
Nelson Peltz,Peltz,nelson-peltz,nelson-peltz,1.932,74,investments,Investments,M,United States,1488028203332,1505.808,1377,1377,
Rosely Schweizer,Schweizer,rosely-schweizer,rosely-schweizer,0,76,consumer goods,Retail,F,Germany,1488028203331,1967.707,1069,1076,
Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,2.466,68,"forestry, mining",Diversified,M,Chile,1488028203332,1667.03,1253,1253,
Louis Bacon,Bacon,louis-bacon,louis-bacon,0,58,hedge funds,Investments,M,United States,1488028203332,1800,1183,1184,http://specials-images.forbesimg.com/imageserve/57e19c3131358e16c589c175/416x416.jpg?background=000000&cropX1=71&cropX2=622&cropY1=76&cropY2=627
Julio Bozano,Bozano,julio-bozano,julio-bozano,1.099,81,banking,Finance,M,Brazil,1488028203332,1835.05,1155,1155,
Gary Burrell,Burrell,gary-burrell,gary-burrell,,79,navigation equipment,Manufacturing,M,United States,1394743388774,,,,
Cao Kejian,Cao,cao-kejian,cao-kejian,5.217,54,manufacturing,Manufacturing,M,China,1488028203332,1421.965,1444,1444,
Pollyanna Chu,Chu,pollyanna-chu,pollyanna-chu,-55.636,59,financial services,Finance,F,Hong Kong,1488028203331,4837.034,344,344,http://specials-images.forbesimg.com/imageserve/5877be134bbe6f1f20eace44/416x416.jpg?background=000000&cropX1=167&cropX2=621&cropY1=483&cropY2=937
Alfred James Clark,Clark,alfred-james-clark,alfred-james-clark,,89,construction,Construction & Engineering,M,United States,1426932709477,,,,
Denise Coates,Coates,denise-coates,denise-coates,0,49,Online Gambling,Gaming,F,United Kingdom,1488028203331,3712.329,521,521,http://specials-images.forbesimg.com/imageserve/7d757088a48d989ab864e3ed3df6604d/416x416.jpg?background=000000&cropX1=184&cropX2=617&cropY1=56&cropY2=489
"Chase Coleman, III.",Coleman,chase-coleman-iii,chase-coleman-iii,0,41,hedge fund,Investments,M,United States,1488028203332,1920,1106,1106,
Scott Cook,Cook,scott-cook,scott-cook,94.775,64,software,Technology,M,United States,1488028203331,2425.701,872,872,http://specials-images.forbesimg.com/imageserve/57e19015a7ea430a8a1a0d91/416x416.jpg?background=000000&cropX1=69&cropX2=686&cropY1=47&cropY2=664
Ray Davis,Davis,ray-davis,ray-davis,-7.394,75,pipelines,Energy,M,United States,1488028203331,2705.066,755,755,http://specials-images.forbesimg.com/imageserve/57e16edba7ea430a8a1a0c09/416x416.jpg?background=000000&cropX1=98&cropX2=697&cropY1=89&cropY2=688
D. Leopoldo Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,d-leopoldo-del-pino-y-calvo-sotelo,no-pic,-1.568,54,construction,Construction & Engineering,M,Spain,1488028203332,1055.221,1799,1799,
Andrea Della Valle,Della Valle,andrea-della-valle,andrea-della-valle,-6.217,51,shoes,Fashion and Retail,M,Italy,1488028203332,1106.366,1751,1751,
Venugopal Dhoot,Dhoot,venugopal-dhoot,venugopal-dhoot,3.807,65,electronics,Manufacturing,M,India,1488028203332,1141.802,1714,1714,
David Einhorn,Einhorn,david-einhorn,david-einhorn,-4.065,48,hedge funds,Investments,M,United States,1488028203332,1541.989,1351,1351,
Richard Elman,Elman,richard-elman,richard-elman,,77,commodities,Finance,M,United Kingdom,1394743379318,,,,
Mario Gabelli,Gabelli,mario-gabelli,mario-gabelli,-5.848,74,money management,Investments,M,United States,1488028203332,1567.957,1335,1335,
Gao Dekang,Gao,gao-dekang,gao-dekang,-6.712,65,apparel,Fashion and Retail,M,China,1488028203332,1077.159,1777,1777,
Gu Wei,Gu,gu-wei,no-pic,7.757,52,manufacturing,Fashion and Retail,M,China,1488028203332,1397.101,1466,1466,
Yuri Gushchin,Gushchin,yuri-gushchin,no-pic,0,72,"candy, real estate",Food and Beverage,M,Russia,1488028203332,1045.73,1807,1807,
Achmad Hamami,Hamami,achmad-hamami,achmad-hamami,,86,heavy equipment,Construction & Engineering,M,Indonesia,1394743368310,,,,
Don Hankey,Hankey,don-hankey,don-hankey,0,73,auto loans,Automotive,M,United States,1488028203331,2498,842,842,http://specials-images.forbesimg.com/imageserve/57e1749d31358e16c589bec6/416x416.jpg?background=000000&cropX1=132&cropX2=604&cropY1=346&cropY2=818
Alan Howard,Howard,alan-howard,alan-howard,0,53,hedge funds,Investments,M,United Kingdom,1488028203332,1440,1431,1431,
Huang Shaowu,Huang,huang-shaowu,no-pic,,46,retail,Fashion & Retail,M,China,1477517592336,,,,
James Irsay,Irsay,james-irsay,james-irsay,0,57,Indianapolis Colts,Sports,M,United States,1488028203331,2520,827,827,http://specials-images.forbesimg.com/imageserve/57e18de24bbe6f6781c52f1e/416x416.jpg?background=000000&cropX1=82&cropX2=692&cropY1=8&cropY2=619
"Joe Jamail, Jr.",Jamail,joe-jamail-jr,joe-jamail-jr,,91,lawsuits,Service,M,United States,1450901326271,,,,
Hamilton James,James,hamilton-james,no-pic,-8.261,65,Blackstone Group,Investments,M,United States,1488028203332,1599.427,1305,1305,
Stephen Jarislowsky,Jarislowsky,stephen-jarislowsky,stephen-jarislowsky,0,91,money management,Finance,M,Canada,1488028203332,1317.669,1548,1548,
"Jim Justice, II.",Justice,jim-justice-ii,jim-justice-ii,-0.13,65,coal,Metals & Mining,M,United States,1488028203332,1594.481,1309,1309,
Karel Komarek,Komarek,karel-komarek,karel-komarek,-12.514,47,oil and gas,Energy,M,Czech Republic,1488028203331,2180.63,961,961,
Lee Jay-Hyun,Lee,lee-jay-hyun,lee-jay-hyun,18.423,56,diversified conglomerate,Diversified,M,South Korea,1488028203331,2120.372,984,984,http://specials-images.forbesimg.com/imageserve/571a6f3731358e1869e2a8e8/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=15&cropY2=511
Liang Xinjun,Liang,liang-xinjun,liang-xinjun,-13.38,49,diversified,Diversified,M,China,1488028203331,2384.695,885,885,
Suhon Lin,Lin,suhon-lin,suhon-lin,0,89,petrochemicals,Manufacturing,M,Taiwan,1488028203331,1993.093,1055,1055,
Mangal Prabhat Lodha,Lodha,mangal-prabhat-lodha,mangal-prabhat-lodha,0,61,real estate,Real Estate,M,India,1488028203331,1970.216,1064,1064,http://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=106&cropY2=850
Robert Miller,Miller,robert-miller-1,no-pic,0,79,retail,Fashion and Retail,M,United Kingdom,1488028203331,2575.062,796,796,
Pierre Papillaud,Papillaud,pierre-papillaud,no-pic,,81,water,Food and Beverage,M,France,1425251635303,,,,
Phillip Ragon,Ragon,phillip-ragon,phillip-ragon,0,67,health IT,Technology,M,United States,1488028203331,2023.758,1035,1035,http://specials-images.forbesimg.com/imageserve/57e1974ba7ea430a8a1a0ded/416x416.jpg?background=000000&cropX1=3&cropX2=639&cropY1=143&cropY2=780
Patrick Ryan,Ryan,patrick-ryan,patrick-ryan,4.278,79,insurance,Finance,M,United States,1488028203331,2532.667,823,823,http://specials-images.forbesimg.com/imageserve/57e179e831358e16c589bf2a/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=64&cropY2=730
Simonpietro Salini,Salini,simonpietro-salini,no-pic,,84,construction,Construction & Engineering,M,Italy,1394743373661,,,,
Thaksin Shinawatra,Shinawatra,thaksin-shinawatra,thaksin-shinawatra,4.103,67,investments,Real Estate,M,Thailand,1488028203332,1687.487,1244,1244,
Jon Stryker,Stryker,jon-stryker,jon-stryker,10.011,58,medical supplies,Health care,M,United States,1488028203331,2522.441,826,826,http://specials-images.forbesimg.com/imageserve/57ee838131358e74c70ef651/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
Vincent Tan,Tan,vincent-tan,vincent-tan,,65,diversified,Diversified,M,Malaysia,1394743383953,,,,
Yoshikazu Tanaka,Tanaka,yoshikazu-tanaka,yoshikazu-tanaka,0.996,40,social networking,Technology,M,Japan,1488028203332,1177.144,1684,1684,
Mehmet Sinan Tara,Tara,mehmet-sinan-tara,mehmet-sinan-tara,-9.884,58,construction,Construction & Engineering,M,Turkey,1488028203332,1218.802,1641,1641,
Joyce Raley Teel,Teel,teel,teel,,86,supermarkets,Fashion and Retail,F,United States,1425251537366,,,,
Tsai Ming-Kai,Tsai,tsai-ming-kai,tsai-ming-kai,-1.414,66,semiconductors,Technology,M,Taiwan,1488028203332,1059.833,1794,1794,
Albert von Thurn und Taxis,von Thurn und Taxis,albert-von-thurn-und-taxis,albert-von-thurn-und-taxis,,33,diversified,Diversified,M,Germany,1394743371977,,,,
Pham Nhat Vuong,Vuong,pham-nhat-vuong,pham-nhat-vuong,0,48,real estate,Real Estate,M,Vietnam,1488028203331,2508.989,836,836,
