name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Kwee family,Kwee,kwee,kwee,0,Pontiac Land Group,Real Estate,M,Singapore,1488028803343,5267.028,311,311
Kwek Leng Beng,Kwek,kwek-leng-beng,kwek-leng-beng,0,real estate,Real Estate,M,Singapore,1488028803343,2819.056,724,724
Kwon Hyuk-Bin,Kwon,kwon-hyuk-bin,kwon-hyuk-bin,-1.582,online games,Technology,M,South Korea,1488028803343,4935.656,337,337
Lachhman Das Mittal,Mittal,lachhman-das-mittal,lachhman-das-mittal,0,tractors,Automotive,M,India,1488028803344,1409.862,1455,1455
Lam Kong,Lam,lam-kong,lam-kong,14.679,pharmaceuticals,Healthcare,M,China,1488028803343,2096.761,996,996
Lam Wai Ying,Lam,lam-wai-ying,no-pic-female,0,smartphone screens,Manufacturing,F,Hong Kong,1488028803343,4097.464,438,438
Lang Walker,Walker,lang-walker,lang-walker,1.292,property,Real Estate,M,Australia,1488028803344,1333.109,1536,1536
Larry Robbins,Robbins,larry-robbins,larry-robbins,0,hedge funds,Finance and Investments,M,United States,1488028803343,2000,1049,1051
Lau Cho Kun,Lau,lau-cho-kun,lau-cho-kun,-1.222,"palm oil, real estate",Diversified,M,Malaysia,1488028803343,2093.413,997,997
Laurene Powell Jobs & family,Powell Jobs,laurene-powell-jobs,laurene-powell-jobs,66.699,"Apple, Disney",Technology,F,United States,1488028803343,20036.527,41,41
Laurent Burelle,Burelle,laurent-burelle,laurent-burelle,-32.265,automotive systems,Automotive,M,France,1488028803344,1384.67,1483,1484
Lawrence Ho,Ho,lawrence-ho,lawrence-ho,-21.937,casinos,Gambling & Casinos,M,Hong Kong,1488028803344,1576.931,1325,1325
Lawrence Stroll,Stroll,lawrence-stroll,lawrence-stroll,0,fashion investments,Fashion & Retail,M,Canada,1488028803343,2598.5,791,791
Lee Boo-Jin,Lee,lee-boo-jin,lee-boo-jin,15.83,computer services/tourism,Service,F,South Korea,1488028803344,1633.716,1278,1278
Lee Hae-Jin,Lee,lee-hae-jin,lee-hae-jin,-6.837,Internet portal,Technology,M,South Korea,1488028803344,1118.222,1740,1740
Lee Ho-Jin,Lee,lee-ho-jin,lee-ho-jin,-0.653,"petrochemicals, finance, media, electronics",Diversified,M,South Korea,1488028803344,1128.599,1728,1728
Lee Hwa-Kyung,Lee,lee-hwa-kyung,lee-hwa-kyung,58.977,snack foods,Food and Beverage,F,South Korea,1488028803344,1065.887,1787,1787
Lee Jay-Hyun,Lee,lee-jay-hyun,lee-jay-hyun,18.423,"food products, entertainment",Diversified,M,South Korea,1488028803343,2120.372,984,984
Lee Joong-Keun,Lee,lee-joong-keun,lee-joong-keun,0,"construction, real estate",Construction & Engineering,M,South Korea,1488028803343,2335.302,905,905
Lee Man Tat,Lee,lee-man-tat,lee-man-tat,0,food,Food and Beverage,M,Hong Kong,1488028803343,2494.177,844,844
Lee Seo-Hyun,Lee,lee-seo-hyun,lee-seo-hyun,15.83,"computer services, tourism",Diversified,F,South Korea,1488028803344,1515.446,1372,1372
Leena Tewari,Tewari,leena-tewari,leena-tewari,0,pharmaceuticals,Healthcare,F,India,1488028803343,2048.915,1021,1021
Lei Jun,Lei,lei-jun,lei-jun,-9.912,smartphones,Technology,M,China,1488028803343,6744.749,215,215
Len Ainsworth,Ainsworth,len-ainsworth,len-ainsworth,-3.903,betting machines,Gambling & Casinos,M,Australia,1488028803344,1068.989,1783,1783
Leonard Schleifer,Schleifer,leonard-schleifer,leonard-schleifer,-24.957,pharmaceuticals,Healthcare,M,United States,1488028803344,1300.899,1563,1563
Leonid Boguslavsky,Boguslavsky,leonid-boguslavsky,leonid-boguslavsky,0,venture capital,Finance and Investments,M,Russia,1488028803344,1064,1790,1790
Leonid Simanovsky,Simanovsky,leonid-simanovsky,leonid-simanovsky,3.461,investments,Finance and Investments,M,Russia,1488028803344,1276.651,1589,1589
Leslie Alexander,Alexander,leslie-alexander,leslie-alexander,0,Houston Rockets,Sports,M,United States,1488028803343,1902,1119,1119
Li Denghai,Li,li-denghai,li-denghai,17.775,seed production,Food and Beverage,M,China,1488028803344,1237.161,1628,1628
Li Fuchao,Li,li-fuchao,no-pic,7.456,auto parts,Automotive,M,China,1488028803344,1007.883,1844,1844
Li Fucheng,Li,li-fucheng,no-pic,4.151,agribusiness,Food and Beverage,M,China,1488028803344,1153.907,1699,1699
Li Hejun,Li,li-hejun,li-hejun,0,renewable energy,Energy,M,China,1488028803343,1927.341,1103,1103
Li Liufa & family,Li,li-liufa,li-liufa,-6.937,"steel, diversified",Diversified,M,China,1488028803344,1136.83,1723,1723
Li Tan,Li,li-tan,no-pic-female,2.38,pharmaceuticals,Healthcare,F,China,1488028803344,1269.088,1598,1598
Li Wa,Li,li-wa,li-wa,0,real estate,Real Estate,M,Hong Kong,1488028803343,2353.506,900,900
Li Weiwei,Li,li-weiwei,no-pic,83.931,online games,Technology,M,China,1488028803344,1401.124,1461,1461
Li Yihai,Li,li-yihai,no-pic,0,pharmaceuticals,Healthcare,M,China,1488028803344,1023.643,1834,1834
Li Yong,Li,li-yong-1,no-pic,2.784,chemicals,Manufacturing,M,China,1488028803344,1090.02,1769,1769
Liang Guangwei,Liang,liang-guangwei,no-pic,2.523,conglomerate,Manufacturing,M,China,1488028803344,1313.192,1555,1555
Liang Yunchao,Liang,liang-yunchao,liang-yunchao,10.263,nutrition supplements,Food and Beverage,M,China,1488028803344,1383.182,1485,1485
Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,0,oil trading,Energy,M,Singapore,1488028803344,1751.107,1217,1217
Lim Sung-Ki,Lim,lim-sung-ki,lim-sung-ki,66.845,pharmaceuticals,Healthcare,M,South Korea,1488028803343,1932.446,1098,1098
Lin Jianhua & family,Lin,lin-jianhua,lin-jianhua,20.022,solar panel components,Manufacturing,M,China,1488028803344,1815.1,1173,1173
Lin Ming-Hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,supermarkets,Fashion & Retail,M,Taiwan,1488028803344,1444.244,1428,1428
Lirio Parisotto,Parisotto,lirio-parisotto,lirio-parisotto,0,investments,Finance and Investments,M,Brazil,1488028803344,1446.879,1424,1424
Liu Ming Hui,Liu,liu-ming-hui,liu-ming-hui,-10.288,natural gas distribution,Energy,M,China,1488028803344,1101.822,1752,1752
Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,-85.748,e-commerce,Technology,M,China,1488028803343,7766.094,177,177
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,-1.786,real estate,Real Estate,M,China,1488028803344,1098.339,1764,1764
Liu Xiaodong,Liu,liu-xiaodong,no-pic,24.569,flavorings,Manufacturing,M,China,1488028803344,1301.121,1562,1562
Liu Xuejing & family,Liu,liu-xuejing,liu-xuejing,0,"copper, poultry",Diversified,M,China,1488028803344,1363.597,1495,1495
Liu Zhenguo,Liu,liu-zhenguo,no-pic,3.547,sewage treatment,Service,M,China,1488028803344,1085.689,1770,1770
Lo Siu-tong,Lo,lo-siu-tong,lo-siu-tong,0,"real estate, hotels",Real Estate,M,Hong Kong,1488028803344,1211.601,1649,1649
Lo Siu Yu & family,Lo,lo-siu-yu,no-pic,-4.159,conglomerate,Diversified,M,Hong Kong,1488028803344,1357.717,1504,1504
Loretta Robinson & family,Robinson,loretta-robinson,no-pic-female,-77.236,cable tv,Media & Entertainment,F,Canada,1488028803343,6856.098,208,208
Lou Zhongfu & family,Lou,lou-zhongfu,lou-zhongfu,-3.032,real estate,Real Estate,M,China,1488028803344,1386.799,1481,1481
Louis Le Duff,Le Duff,louis-le-duff,louis-le-duff,0,bakeries,Food and Beverage,M,France,1488028803343,2632.929,786,786
Lu Di,Lu,lu-di,no-pic,0,drones,Technology,M,China,1488028803344,1280,1587,1587
Lu Feng,Lu,lu-feng,lu-feng,0,financial data,Media & Entertainment,M,China,1488028803344,1003.286,1846,1846
Luca Barilla,Barilla,luca-barilla,luca-barilla,0,Barilla pasta,Food and Beverage,M,Italy,1488028803344,1334.746,1529,1531
Lucio and Susan Co,Co,lucio-and-susan-co,lucio-and-susan-co,7.231,retail,Fashion & Retail,,Philippines,1488028803343,1946.106,1091,1091
Lucy Stitzer,Stitzer,lucy-stitzer,no-pic-female,0,Cargill,Food and Beverage,F,United States,1488028803344,1872.849,1131,1133
Ludwig Merckle,Merckle,ludwig-merckle,ludwig-merckle,-19.167,pharmaceuticals,Finance and Investments,M,Germany,1488028803343,5750.156,267,267
Ludwig Theodor Braun,Braun,ludwig-theodor-braun,no-pic,0,medical technology,Healthcare,M,Germany,1488028803344,1111.852,1747,1747
Luigi Cremonini & family,Cremonini,luigi-cremonini,luigi-cremonini,-9.589,meat processing,Food and Beverage,M,Italy,1488028803344,1342.935,1517,1517
Luigi Rovati & family,Rovati,luigi-rovati,no-pic,-0.433,pharmaceuticals,Healthcare,M,Italy,1488028803343,1970.966,1063,1063
Luis Enrique Yarur Rey,Yarur Rey,luis-enrique-yarur-rey,no-pic,-14.932,banking,Finance and Investments,M,Chile,1488028803344,1863.659,1137,1137
Lukas Walton,Walton,lukas-walton,no-pic,143.398,Wal-Mart,Fashion & Retail,M,United States,1488028803343,11876.739,112,112
Lutz Mario Helmig,Helmig,lutz-mario-helmig,lutz-mario-helmig,-5.035,medical facilities,Healthcare,M,Germany,1488028803344,1647.417,1270,1270
Ma Hong & family,Ma,ma-hong,no-pic,1.202,fashion retail,Fashion & Retail,M,China,1488028803344,1619.897,1286,1286
Ma Jianrong & family,Ma,ma-jianrong,ma-jianrong,-11.642,"textiles, apparel",Fashion & Retail,M,China,1488028803343,4090.871,440,440
M.A. Yusuff Ali,Yusuff Ali,ma-yusuff-ali,ma-yusuff-ali,0,retail,Fashion & Retail,M,India,1488028803343,4850.008,342,342
Madeleine Olsson Ericksson,Olsson Ericksson,madeleine-olsson-ericksson,madeleine-olsson-ericksson,0,diversified,Diversified,F,Sweden,1488028803344,1853.78,1143,1143
Magdalena Martullo-Blocher,Martullo-Blocher,magdalena-martullo-blocher,magdalena-martullo-blocher,-10.586,chemicals,Manufacturing,F,Switzerland,1488028803343,4573.292,371,371
Maggie Magerko,Magerko,maggie-magerko,maggie-magerko,0,building materials,Service,F,United States,1488028803344,1271,1595,1595
Maja Oeri,Oeri,maja-oeri,maja-oeri,2.414,Roche Holding,Healthcare,F,Switzerland,1488028803343,2143.249,973,973
Manuel Lao Hernandez,Lao Hernandez,manuel-lao-hernandez,no-pic,0,gambling,Gambling & Casinos,M,Spain,1488028803343,2402.222,881,881
Manuel Villar,Villar,manuel-villar,manuel-villar,-17.209,real estate,Real Estate,M,Philippines,1488028803344,1487.345,1395,1395
Marcel Erni,Erni,marcel-erni,no-pic,-13.295,private equity,Finance and Investments,M,Switzerland,1488028803344,1823.962,1168,1168
Margaretta Taylor,Taylor,margaretta-taylor,no-pic-female,0,media,Media & Entertainment,F,United States,1488028803343,8118.183,165,167
Margarita Louis-Dreyfus & family,Louis-Dreyfus,margarita-louis-dreyfus,margarita-louis-dreyfus,0,commodities,Food and Beverage,F,Switzerland,1488028803343,5412.524,299,299
Maria Asuncion Aramburuzabala & family,Aramburuzabala,maria-asuncion-aramburuzabala,maria-asuncion-aramburuzabala,4.265,"beer, investments",Food and Beverage,F,Mexico,1488028803343,5773.662,266,266
Maria Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,maria-del-pino-y-calvo-sotelo,maria-del-pino-y-calvo-sotelo,-2.529,construction,Construction & Engineering,F,Spain,1488028803344,1126.604,1733,1733
Maria-Elisabeth Schaeffler,Schaeffler,maria-elisabeth-schaeffler,maria-elisabeth-schaeffler,-58.553,auto parts,Automotive,F,Germany,1488028803343,5197.416,315,315
Maria Franca Fissolo & family,Fissolo,maria-franca-fissolo,maria-franca-fissolo,0,"Nutella, chocolates",Food and Beverage,F,Italy,1488028803343,25318.766,30,30
Maria Helena Moraes Scripilliti,Moraes Scripilliti,maria-helena-moraes-scripilliti,no-pic-female,0,diversified,Diversified,F,Brazil,1488028803343,3943.806,463,463
Marie Besnier Beauvalot,Besnier Beauvalot,marie-besnier-beauvalot,no-pic-female,1.804,cheese,Food and Beverage,F,France,1488028803343,3982.689,457,458
Marina Prada,Prada,marina-prada,marina-prada,-7.923,luxury goods,Fashion & Retail,F,Italy,1488028803344,1342.986,1515,1516
Mario Gabelli,Gabelli,mario-gabelli,mario-gabelli,-5.848,money management,Finance and Investments,M,United States,1488028803344,1567.957,1335,1335
Maritsa Lazari & family,Lazari,maritsa-lazari,no-pic-female,0,real estate,Real Estate,F,United Kingdom,1488028803343,1970.197,1065,1065
Mark Dixon,Dixon,mark-dixon,mark-dixon,-10.672,office real estate,Real Estate,M,United Kingdom,1488028803344,1127.885,1731,1731
Mark Scheinberg,Scheinberg,mark-scheinberg,mark-scheinberg,0,online gambling,Gambling & Casinos,M,Canada,1488028803343,4500,381,381
Mark Shoen,Shoen,mark-shoen,no-pic,-3.051,U-Haul,Automotive,M,United States,1488028803343,2940.43,692,692
Mark Stevens,Stevens,mark-stevens,mark-stevens,-0.331,venture capital,Finance and Investments,M,United States,1488028803343,2079.714,1002,1002
Mark Walter,Walter,mark-walter,mark-walter,0,finance,Finance and Investments,M,United States,1488028803343,2490.143,845,845
Markus Persson,Persson,markus-persson,markus-persson,0,computer games,Media & Entertainment,M,Sweden,1488028803344,1394.529,1471,1471
Martha Ford,Ford,martha-ford,martha-ford,-2.366,Ford Motor,Automotive,F,United States,1488028803344,1471.566,1408,1408
Martha MacMillan,MacMillan,martha-macmillan,no-pic-female,0,Cargill,Food and Beverage,F,United States,1488028803344,1239.254,1623,1625
Martin Ebner,Ebner,martin-ebner,martin-ebner,-40.745,investments,Finance and Investments,M,Switzerland,1488028803343,2602.656,790,790
Martin Haefner,Haefner,martin-haefner,no-pic,26.833,"software, investments",Technology,M,Switzerland,1488028803343,2730.257,750,750
Martin Moller Nielsen,Moller Nielsen,martin-moller-nielsen,no-pic,0,Nordic Aviation Capital,Logistics,M,Denmark,1488028803344,1518,1369,1369
Martin Selig,Selig,martin-selig,no-pic,0,real estate,Real Estate,M,United States,1488028803344,1019.01,1837,1837
Mary & Douglas Perkins,Perkins,mary-douglas-perkins,mary-douglas-perkins,0,retail,Fashion & Retail,,United Kingdom,1488028803344,1283.724,1579,1579
Masahiro Noda,Noda,masahiro-noda,masahiro-noda,-10.13,software,Technology,M,Japan,1488028803344,1101.759,1753,1753
Massimiliana Landini Aleotti & family,Landini Aleotti,massimiliana-landini-aleotti,no-pic-female,0,pharmaceuticals,Healthcare,F,Italy,1488028803343,9481.384,139,139
Massimo Moratti,Moratti,massimo-moratti,massimo-moratti,-0.494,oil refinery,Energy,M,Italy,1488028803344,1480.956,1400,1400
Mathias Kamprad,Kamprad,mathias-kamprad,no-pic,0,IKEA,Finance and Investments,M,Sweden,1488028803344,1039.961,1815,1816
Matthias Reimann-Andersen,Reimann-Andersen,matthias-reimann-andersen,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1488028803343,3723.44,515,515
Matthias Reinhart,Reinhart,matthias-reinhart,matthias-reinhart,4.84,finance,Finance and Investments,M,Switzerland,1488028803344,1737.924,1222,1222
Maurice Alter,Alter,maurice-alter,maurice-alter,0,real estate,Real Estate,M,Australia,1488028803344,1755.781,1215,1215
Maurizio Billi,Billi,maurizio-billi,no-pic,0,generic drugs,Healthcare,M,Brazil,1488028803344,1352.018,1508,1508
Mehmet Aydinlar,Aydinlar,mehmet-aydinlar,mehmet-aydinlar,-15.428,hospitals,Healthcare,M,Turkey,1488028803344,1147.919,1707,1707
Mehmet Nazif Gunal,Gunal,mehmet-nazif-gunal,mehmet-nazif-gunal,0,"tourism, construction",Diversified,M,Turkey,1488028803344,1635.006,1276,1276
Miao Shouliang,Miao,miao-shouliang,miao-shouliang,0,real estate,Real Estate,M,China,1488028803344,1832.088,1157,1157
Michael Ashcroft,Ashcroft,michael-ashcroft,michael-ashcroft,-4.119,security,Finance and Investments,M,United Kingdom,1488028803344,1640.412,1274,1274
Michael Jordan,Jordan,michael-jordan,michael-jordan,0,"Charlotte Hornets, endorsements",Sports,M,United States,1488028803344,1314,1554,1554
Michael Klein,Klein,michael-klein,michael-klein,0,retail,Fashion & Retail,M,Brazil,1488028803344,1536.879,1356,1356
Michael Pieper,Pieper,michael-pieper,michael-pieper,-14.055,kitchen appliances,Manufacturing,M,Switzerland,1488028803343,4165.258,429,429
Michael Platt,Platt,michael-platt,michael-platt,0,hedge funds,Finance and Investments,M,United Kingdom,1488028803343,4500,381,382
Michael Rubin,Rubin,michael-rubin,michael-rubin,0,online retail,Fashion & Retail,M,United States,1488028803343,2318.6,908,908
Michael Steinhardt,Steinhardt,michael-steinhardt,michael-steinhardt,-1.408,finance,Finance and Investments,M,United States,1488028803344,1043.635,1811,1811
Michel Chalhoub & family,Chalhoub,michel-chalhoub,no-pic,0,retail,Fashion & Retail,M,France,1488028803344,1682.799,1246,1246
Michel Leclercq & family,Leclercq,michel-leclercq,no-pic,0,sporting goods,Fashion & Retail,M,France,1488028803343,4214.188,422,422
Miguel Fluxa Rossello,Fluxa Rossello,miguel-fluxa-rossello,no-pic,0,hotels,Service,M,Spain,1488028803343,3280.654,599,599
Miguel Krigsner,Krigsner,miguel-krigsner,miguel-krigsner,0,cosmetics,Fashion & Retail,M,Brazil,1488028803344,1185.18,1674,1674
Miguel McKelvey,McKelvey,miguel-mckelvey,no-pic,0,WeWork,Real Estate,M,United States,1488028803344,1660,1259,1259
Mikail Shishkhanov,Shishkhanov,mikail-shishkhanov,mikail-shishkhanov,-0.314,"oil, banking, real estate",Diversified,M,Russia,1488028803343,2302.737,916,916
Mike Cannon-Brookes,Cannon-Brookes,mike-cannon-brookes,mike-cannon-brookes,-15.995,software,Technology,M,Australia,1488028803343,2060.49,1016,1016
Miriam Baumann-Blocher,Baumann-Blocher,miriam-baumann-blocher,miriam-baumann-blocher,-3.723,chemicals,Manufacturing,F,Switzerland,1488028803343,2107.18,992,992
Mitchell Goldhar,Goldhar,mitchell-goldhar,mitchell-goldhar,-15.069,real estate,Real Estate,M,Canada,1488028803343,2285.659,925,925
Mitchell Jacobson,Jacobson,mitchell-jacobson,mitchell-jacobson,-2.505,industrial equipment,Service,M,United States,1488028803344,1435.517,1438,1438
Miuccia Prada,Prada,miuccia-prada,miuccia-prada,-18.452,luxury goods,Fashion & Retail,F,Italy,1488028803343,3057.342,658,658
Mochtar Riady & family,Riady,mochtar-riady,mochtar-riady,-1.096,diversified,Diversified,M,Indonesia,1488028803344,1885.015,1127,1127
Mohammed Dewji,Dewji,mohammed-dewji,mohammed-dewji,0,diversified,Diversified,M,Tanzania,1488028803344,1395.288,1470,1470
Mohannad Al-Kharafi,Al-Kharafi,mohannad-al-kharafi,no-pic,0.058,diversified,Diversified,M,Kuwait,1488028803344,1280.098,1585,1586
Mohed Altrad,Altrad,mohed-altrad,mohed-altrad,0,"scaffolding, cement mixers",Construction & Engineering,M,France,1488028803344,1599.215,1306,1306
Montri Jiaravanont,Jiaravanont,montri-jiaravanont,no-pic,-11.039,diversified,Diversified,M,Thailand,1488028803343,3277.363,601,601
Mori Arkin,Arkin,mori-arkin,mori-arkin,-1.033,pharmaceuticals,Healthcare,M,Israel,1488028803344,1272.607,1592,1592
Murali Divi,Divi,murali-divi,murali-divi,0,pharmaceuticals,Healthcare,M,India,1488028803344,1611.571,1292,1292
Mustafa Kucuk,Kucuk,mustafa-kucuk,no-pic,0,fashion retail,Fashion & Retail,M,Turkey,1488028803343,1965.795,1077,1077
Nadir Godrej,Godrej,nadir-godrej,nadir-godrej,0,diversified,Diversified,M,India,1488028803343,2534.186,818,819
Nan Cunhui,Nan,nan-cunhui,nan-cunhui,-1.881,power equipment,Manufacturing,M,China,1488028803344,1082.433,1773,1773
Nathan Blecharczyk,Blecharczyk,nathan-blecharczyk,nathan-blecharczyk,0,Airbnb,Technology,M,United States,1488028803343,3800,495,497
Nathan Kirsh,Kirsh,nathan-kirsh,nathan-kirsh,-4.358,"retail, real estate",Fashion & Retail,M,Swaziland,1488028803343,3929.067,464,464
Neal Patterson,Patterson,neal-patterson,neal-patterson,5.483,health IT,Technology,M,United States,1488028803344,1466.799,1412,1412
Neil Shen,Shen,neil-shen,neil-shen,0,venture capital investing,Finance and Investments,M,Hong Kong,1488028803344,1058.68,1796,1796
Nevaldo Rocha & family,Rocha,nevaldo-rocha-1,nevaldo-rocha-1,20.195,retail,Fashion & Retail,M,Brazil,1488028803344,1316.813,1549,1549
Ni Zhaoxing,Ni,ni-zhaoxing,ni-zhaoxing,0,real estate,Real Estate,M,China,1488028803344,1177.771,1683,1683
Ni Zugen,Ni,ni-zugen,no-pic,-17.402,appliances,Manufacturing,M,China,1488028803343,2147,972,972
Nick Caporella,Caporella,nick-caporella,no-pic,-13.698,beverages,Food and Beverage,M,United States,1488028803343,2347.757,902,902
Nicola Bulgari,Bulgari,nicola-bulgari,nicola-bulgari,-5.02,luxury goods,Fashion & Retail,M,Italy,1488028803344,1301.635,1561,1561
Nicola Leibinger-Kammueller,Leibinger-Kammueller,nicola-leibinger-kammueller,nicola-leibinger-kammueller,0,manufacturing,Manufacturing,F,Germany,1488028803344,1341.137,1521,1521
Nicolas Puech,Puech,nicolas-puech,nicolas-puech,-4.666,Hermes,Fashion & Retail,M,France,1488028803343,2379.404,889,889
Niklas Herlin,Herlin,niklas-herlin,no-pic,-9.414,"elevators, escalators",Manufacturing,M,Finland,1488028803344,1375.857,1491,1491
Nikolai Buinov,Buinov,nikolai-buinov,no-pic,0,"oil, gas",Energy,M,Russia,1488028803343,2283.513,927,927
Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,0,real estate,Real Estate,M,India,1488028803344,1226.245,1635,1635
Nirav Modi,Modi,nirav-modi,nirav-modi,0,diamond jewelry,Fashion & Retail,M,India,1488028803344,1771.003,1204,1204
Nobutada Saji,Saji,nobutada-saji,nobutada-saji,111.065,beverages,Food and Beverage,M,Japan,1488028803344,1289.391,1570,1570
Norbert Dentressangle,Dentressangle,norbert-dentressangle,norbert-dentressangle,0,"transport, logistics",Logistics,M,France,1488028803344,1067.507,1784,1784
O. Francis Biondi,Biondi,o-francis-biondi,no-pic,0,hedge fund,Finance and Investments,M,United States,1488028803344,1600,1300,1303
Odd Reitan,Reitan,odd-reitan,odd-reitan,0,"retail, real estate",Fashion & Retail,M,Norway,1488028803343,5179.119,317,317
Oei Hong Leong,Oei,oei-hong-leong,oei-hong-leong,0,investments,Finance and Investments,M,Singapore,1488028803344,1220.934,1639,1639
Oleg Tinkov,Tinkov,oleg-tinkov,oleg-tinkov,-9.774,banking,Finance and Investments,M,Russia,1488028803344,1205.593,1656,1656
Orion Hindawi,Hindawi,orion-hindawi,orion-hindawi,0,software,Technology,M,United States,1488028803344,1000,1847,1851
Othman Benjelloun,Benjelloun,othman-benjelloun,othman-benjelloun,0,"banking, insurance",Finance and Investments,M,Morocco,1488028803344,1853.357,1144,1144
Otto Philipp Braun,Braun,otto-philipp-braun,otto-philipp-braun,0,medical technology,Healthcare,M,Germany,1488028803343,2638.916,779,779
Ou Zongrong,Ou,ou-zongrong,ou-zongrong,0,real estate,Real Estate,M,China,1488028803344,1084.423,1772,1772
Pan Weiming,Pan,pan-weiming,pan-weiming,0,real estate,Real Estate,M,China,1488028803344,1139.384,1716,1716
Pan Zhengmin & family,Pan,pan-zhengmin,pan-zhengmin,-261.733,electronics,Technology,M,China,1488028803343,5719.936,269,269
Pang Kang,Pang,pang-kang,no-pic,8.955,soy sauce maker,Food and Beverage,M,China,1488028803343,3463.414,565,565
Pansy Ho,Ho,pansy-ho,pansy-ho,-13.236,casinos,Gambling & Casinos,F,Hong Kong,1488028803343,4145.699,432,432
Paolo Barilla,Barilla,paolo-barilla,paolo-barilla,0,Barilla pasta,Food and Beverage,M,Italy,1488028803344,1334.746,1529,1532
Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,-5.633,luxury goods,Fashion & Retail,M,Italy,1488028803344,1343.683,1513,1513
Paolo & Gianfelice Mario Rocca,Rocca,paolo-gianfelice-mario-rocca,paolo-gianfelice-mario-rocca,-41.113,pipe manufacturing,Metals & Mining,M,Italy,1488028803343,4368.773,405,405
Park Hyeon-Joo,Park,park-hyeon-joo,park-hyeon-joo,0,mutual funds,Finance and Investments,M,South Korea,1488028803343,3056.901,659,659
Patricia Angelini Rossi,Angelini Rossi,patricia-angelini-rossi,patricia-angelini-rossi,1.982,"forestry, mining",Diversified,F,Chile,1488028803344,1261.596,1605,1605
Patricia Matte,Matte,patricia-matte,no-pic-female,-23.782,paper,Manufacturing,F,Chile,1488028803343,2761.473,742,744
Patrick Collison,Collison,patrick-collison,patrick-collison,0,Stripe,Technology,M,Ireland,1488028803344,1100,1758,1760
Patrick Drahi,Drahi,patrick-drahi,patrick-drahi,-334.886,telecom,Telecom,M,France,1488028803343,12734.943,92,92
Patrizio Bertelli,Bertelli,patrizio-bertelli,patrizio-bertelli,-18.469,luxury goods,Fashion & Retail,M,Italy,1488028803343,3134.194,636,636
Paul Fireman,Fireman,paul-fireman,no-pic,0,Reebok,Fashion & Retail,M,United States,1488028803344,1026.4,1829,1829
Paul Foster,Foster,paul-foster,paul-foster,-3.913,oil refining,Energy,M,United States,1488028803344,1425.933,1441,1441
Paul Singer,Singer,paul-singer,paul-singer,0,hedge funds,Finance and Investments,M,United States,1488028803343,2650,775,775
Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,0,coal mine,Metals & Mining,M,Czech Republic,1488028803344,1266.689,1602,1602
Peng Jianhu & family,Peng,peng-jianhu,no-pic,-7.727,tourism,Media & Entertainment,M,China,1488028803344,1527.892,1363,1363
Peter Alfond,Alfond,peter-alfond,no-pic,0.762,shoes,Fashion & Retail,M,United States,1488028803344,1443.092,1429,1429
Peter Gilgan,Gilgan,peter-gilgan,peter-gilgan,0,homebuilding,Construction & Engineering,M,Canada,1488028803343,2037.334,1028,1028
Peter Hargreaves,Hargreaves,peter-hargreaves,peter-hargreaves,-32.511,financial services,Finance and Investments,M,United Kingdom,1488028803343,2770.811,738,738
Peter Kamprad,Kamprad,peter-kamprad,no-pic,0,IKEA,Finance and Investments,M,Sweden,1488028803344,1039.961,1815,1817
Peter Leibinger,Leibinger,peter-leibinger,peter-leibinger,0,machine tools,Manufacturing,M,Germany,1488028803344,1368.857,1492,1492
Peter Spuhler,Spuhler,peter-spuhler,peter-spuhler,-7.926,train cars,Manufacturing,M,Switzerland,1488028803343,2073.865,1005,1005
Petter Stordalen,Stordalen,petter-stordalen,petter-stordalen,0,hotels,Service,M,Norway,1488028803344,1560.626,1341,1341
Pham Nhat Vuong,Vuong,pham-nhat-vuong,pham-nhat-vuong,0,real estate,Real Estate,M,Vietnam,1488028803343,2508.989,836,836
Phillip Ragon,Ragon,phillip-ragon,phillip-ragon,0,health IT,Technology,M,United States,1488028803343,2023.758,1035,1035
Pier Luigi Loro Piana,Loro Piana,pier-luigi-loro-piana,pier-luigi-loro-piana,0,fashion,Fashion & Retail,M,Italy,1488028803344,1309.891,1556,1556
Piero Ferrari,Ferrari,piero-ferrari,piero-ferrari,-10.957,automobiles,Automotive,M,Italy,1488028803344,1574.39,1329,1329
Pierre Castel & family,Castel,pierre-castel,pierre-castel,0,wine,Food and Beverage,M,France,1488028803343,10058.761,132,132
Pierre Chen,Chen,pierre-chen,pierre-chen,13.007,"art, electronics",Diversified,M,Taiwan,1488028803343,2013.34,1039,1039
P.N.C. Menon,Menon,pnc-menon,pnc-menon,0,real estate,Real Estate,M,Oman,1488028803344,1626.941,1284,1284
Pollyanna Chu,Chu,pollyanna-chu,pollyanna-chu,-55.636,financial services,Finance and Investments,F,Hong Kong,1488028803343,4837.034,344,344
