name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
James Leininger,Leininger,james-leininger,james-leininger,0,71,medical products,Healthcare,M,United States,1488028203332,1348.15,1511,1511
Li Weiwei,Li,li-weiwei,no-pic,83.931,40,online games,Technology,M,China,1488028203332,1401.124,1461,1461
Liang Guangwei,Liang,liang-guangwei,no-pic,2.523,53,"batteries, mini motors",Manufacturing,M,China,1488028203332,1313.192,1555,1555
Lin Ming-Hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,67,retail,Fashion and Retail,M,Taiwan,1488028203332,1444.244,1428,1428
Scott Lin,Lin,scott-lin,scott-lin,-98.239,,optical components,Technology,M,Taiwan,1488028203331,2570.98,799,799
Lu Di,Lu,lu-di,no-pic,0,,drones,Technology,M,China,1488028203332,1280,1587,1587
Miao Shouliang,Miao,miao-shouliang,miao-shouliang,0,62,"real estate, diversified",Diversified,M,China,1488028203332,1832.088,1157,1157
Gian Marco Moratti,Moratti,gian-marco-moratti,gian-marco-moratti,-0.494,80,oil refinery,Energy,M,Italy,1488028203332,1285.653,1576,1576
Ou Zongrong,Ou,ou-zongrong,ou-zongrong,0,53,real estate,Real Estate,M,China,1488028203332,1084.423,1772,1772
Nihat Ozdemir,Ozdemir,nihat-ozdemir,nihat-ozdemir,0,66,diversified,Diversified,M,Turkey,1488028203332,1630.544,1281,1281
Markus Persson,Persson,markus-persson,markus-persson,0,37,Minecraft,"Gambling, Casinos",M,Sweden,1488028203332,1394.529,1471,1471
Erika Pohl-Stroeher,Pohl-Stroeher,erika-pohl-stroeher,no-pic-female,,98,hair products,Fashion and Retail,F,Germany,1471984369378,,,
Jerry Reinsdorf,Reinsdorf,jerry-reinsdorf,jerry-reinsdorf,0,81,sports teams,Sports,M,United States,1488028203332,1413,1448,1448
Ren Jianhua,Ren,ren-jianhua,ren-jianhua,-56.648,60,kitchen appliances,Manufacturing,M,China,1488028203331,2068.078,1010,1010
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,-2.539,75,TD Ameritrade,Finance and Investments,M,United States,1488028203332,1834.098,1156,1156
Brian Roberts,Roberts,brian-roberts,brian-roberts,9.692,57,Comcast,Service,M,United States,1488028203332,1708.558,1229,1229
Fernando Roig,Roig,fernando-roig,fernando-roig,0,69,supermarkets,Fashion & Retail,M,Spain,1488028203332,1324.945,1541,1541
Alexander Rovt,Rovt,alexander-rovt,alexander-rovt,0,64,"fertilizer, real estate",Manufacturing,M,United States,1488028203332,1291.6,1568,1568
Lily Safra,Safra,lily-safra,lily-safra,0,79,banking,Finance and Investments,F,Monaco,1488028203332,1271.421,1594,1594
Thomas Sandell,Sandell,thomas-sandell,thomas-sandell,0,56,hedge funds,Finance and Investments,M,Sweden,1488028203332,1336.5,1527,1527
Leonard Schleifer,Schleifer,leonard-schleifer,leonard-schleifer,-24.957,64,pharmaceuticals,Healthcare,M,United States,1488028203332,1300.899,1563,1563
Hilton Schlosberg,Schlosberg,hilton-schlosberg,no-pic,-39.719,64,Monster energy drinks,Food and Beverage,M,United Kingdom,1488028203332,1436.111,1436,1436
Shao Zhongyi,Shao,shao-zhongyi,no-pic,0,48,soybean trading,Food and Beverage,M,China,1488028203332,1288.822,1571,1571
Djoko Susanto,Susanto,djoko-susanto,djoko-susanto,0,67,supermarkets,Fashion & Retail,M,Indonesia,1488028203332,1332.556,1537,1537
Sukanto Tanoto,Tanoto,sukanto-tanoto,sukanto-tanoto,0.001,67,diversified,Diversified,M,Indonesia,1488028203332,1519.834,1367,1367
Wilma Tisch,Tisch,wilma-tisch,wilma-tisch,-3.087,89,diversified,Finance and Investments,F,United States,1488028203332,1357.686,1505,1505
Kenny Troutt,Troutt,kenny-troutt,kenny-troutt,0,69,telecommunications,Telecom,M,United States,1488028203332,1410,1454,1454
Wim Van Der Leegte,Van Der Leegte,wim-van-der-leegte,wim-van-der-leegte,0,69,manufacturing,Manufacturing,M,Netherlands,1488028203332,1206.864,1653,1653
Thongma Vijitpongpun,Vijitpongpun,thongma-vijitpongpun,thongma-vijitpongpun,12.723,58,real estate,Real Estate,M,Thailand,1488028203332,1267.036,1601,1601
Manuel Villar,Villar,manuel-villar,manuel-villar,-17.209,67,Real estate,Real Estate,M,Philippines,1488028203332,1487.345,1395,1395
Heloise Waislitz,Waislitz,heloise-waislitz,heloise-waislitz,-4.063,54,packaging,Manufacturing,F,Australia,1488028203332,1827.249,1160,1160
Wang Chaobin,Wang,wang-chaobin,wang-chaobin,0,61,real estate,Real Estate,M,China,1488028203332,1337.715,1525,1525
Wang Han,Wang,wang-han,no-pic,35.532,29,"airline, diversified",Diversified,M,China,1488028203332,1322.525,1543,1543
Urs Wietlisbach,Wietlisbach,urs-wietlisbach,urs-wietlisbach,-13.295,55,private equity,Finance and Investments,M,Switzerland,1488028203332,1823.963,1166,1167
Dan Wilks,Wilks,dan-wilks,dan-wilks,-1.708,60,natural gas,Energy,M,United States,1488028203332,1343.475,1514,1514
Farris Wilks,Wilks,farris-wilks,farris-wilks,-1.709,65,natural gas,Energy,M,United States,1488028203332,1350.177,1510,1510
Evan Williams,Williams,evan-williams,evan-williams,-2.183,44,Twitter,Technology,M,United States,1488028203332,1358.827,1502,1502
Wu Gang,Wu,wu-gang,no-pic,,40,money management,Finance and Investments,M,China,1471984389479,,,
Wu Xushun,Wu,wu-xushun,no-pic,103.121,68,"internet, auto parts",Diversified,M,China,1488028203332,1389.174,1478,1478
Elaine Wynn,Wynn,elaine-wynn,elaine-wynn,1.635,74,"casinos, hotels","Gambling, Casinos",F,United States,1488028203332,1793.082,1188,1188
Takao Yasuda,Yasuda,takao-yasuda,takao-yasuda,-1.855,67,retail,Fashion and Retail,M,Japan,1488028203332,1514.699,1373,1373
Yuan Fugen,Yuan,yuan-fugen,no-pic,,66,metal processing,Manufacturing,M,China,1471984335815,,,
Zhang Bangxin,Zhang,zhang-bangxin,no-pic,-0.595,37,after school tutoring,Service,M,China,1488028203331,2538.319,814,814
Zhang Kaiyuan,Zhang,zhang-kaiyuan,no-pic,,62,gas desulfurization,Manufacturing,M,China,1471984356110,,,
Zhang Zhangsun,Zhang,zhang-zhangsun,zhang-zhangsun,0,60,real estate,Real Estate,M,China,1488028203332,1273.431,1590,1590
Zheng Xiaodong,Zheng,zheng-xiaodong,no-pic,,52,manufacturing,Manufacturing,M,China,1477517587360,,,
Zhu Chongyun,Zhu,zhu-chongyun,zhu-chongyun,,52,apparel retailer,Fashion and Retail,F,China,1471984346109,,,
Susanne Zimmermann von Siefart ,Zimmermann von Siefart ,susanne-zimmermannvon-siefart,no-pic-female,0,60,vacuums/home cleaning products,Manufacturing,F,Germany,1488028203332,1571.599,1332,1333
Ahmet Nazif Zorlu,Zorlu,ahmet-nazif-zorlu,ahmet-nazif-zorlu,-3.09,72,diversified,Diversified,M,Turkey,1488028203332,1282.58,1582,1582
Aras Agalarov,Agalarov,aras-agalarov,aras-agalarov,0,61,real estate,Fashion and Retail,M,Russia,1488028203332,1738.178,1221,1221
Ali Ibrahim Agaoglu,Agaoglu,ali-ibrahim-agaoglu,ali-ibrahim-agaoglu,0,62,construction,Construction & Engineering,M,Turkey,1488028203332,1015.474,1838,1838
Anil Agarwal,Agarwal,anil-agarwal,anil-agarwal,-109.409,63,"mining, metals",Metals & Mining,M,India,1488028203331,2863.656,712,712
Maurice Alter,Alter,maurice-alter,maurice-alter,0,91,real estate,Real Estate,M,Australia,1488028203332,1755.781,1215,1215
Alexandra Andresen,Andresen,alexandra-andresen,no-pic-female,0,20,investments,Diversified,F,Norway,1488028203332,1216.919,1642,1642
Katharina Andresen,Andresen,katharina-andresen,no-pic-female,0,21,investments,Diversified,F,Norway,1488028203332,1216.919,1642,1643
Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,2.466,68,"forestry, mining",Diversified,M,Chile,1488028203332,1667.03,1253,1253
Vasily Anisimov,Anisimov,vasily-anisimov,vasily-anisimov,0,65,real estate,Metals & Mining,M,Russia,1488028203332,1389.153,1479,1479
Ao Xiaoqiang,Ao,ao-xiaoqiang,no-pic,4.926,52,electrical equipment,Manufacturing,M,China,1488028203332,1025.299,1831,1831
Naruatsu Baba,Baba,naruatsu-baba,naruatsu-baba,,39,smartphone games,Technology,M,Japan,1471984476070,,,
Binny Bansal,Bansal,binny-bansal,binny-bansal,,34,flipkart,Technology,M,India,1471984504876,,,
Sachin Bansal,Bansal,sachin-bansal,sachin-bansal,,35,flipkart,Fashion and Retail,M,India,1471984506319,,,
Leonid Boguslavsky,Boguslavsky,leonid-boguslavsky,leonid-boguslavsky,0,65,venture capital,Finance and Investments,M,Russia,1488028203332,1064,1790,1790
Oleg Boyko,Boyko,oleg-boyko,oleg-boyko,0,52,diversified,Diversified,M,Russia,1488028203332,1239.79,1622,1622
Anna Maria Braun,Braun,anna-maria-braun,no-pic-female,0,38,medical technology,Healthcare,F,Germany,1488028203332,1150.514,1701,1701
Johanna Braun,Braun,johanna-braun,no-pic-female,0,37,medical technology,Healthcare,F,Germany,1488028203332,1150.514,1701,1702
Karl Friedrich Braun,Braun,karl-friedrich-braun,no-pic,0,34,medical technology,Healthcare,M,Germany,1488028203332,1150.514,1701,1703
Ludwig Theodor Braun,Braun,ludwig-theodor-braun,no-pic,0,27,medical technology,Healthcare,M,Germany,1488028203332,1111.852,1747,1747
Nicola Bulgari,Bulgari,nicola-bulgari,nicola-bulgari,-5.02,76,luxury goods,Fashion and Retail,M,Italy,1488028203332,1301.635,1561,1561
Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,-5.633,79,luxury goods,Fashion and Retail,M,Italy,1488028203332,1343.683,1513,1513
Jean Burelle,Burelle,jean-burelle,jean-burelle,-32.265,78,automotive systems,Automotive,M,France,1488028203332,1384.67,1483,1483
Laurent Burelle,Burelle,laurent-burelle,laurent-burelle,-32.265,67,automotive systems,Automotive,M,France,1488028203332,1384.67,1483,1484
Cai Xiaoru,Cai,cai-xiaoru,no-pic,,37,electronic components,Technology,M,China,1477517594087,,,
Cao Kejian,Cao,cao-kejian,cao-kejian,5.217,54,"air compressors, drills",Manufacturing,M,China,1488028203332,1421.965,1444,1444
Chen Qingzhou,Chen,chen-qingzhou,no-pic,86.196,51,communications equipment,Telecom,M,China,1488028203332,1698.5,1235,1235
Chen Yansheng,Chen,chen-yansheng,chen-yansheng,,46,"toys, entertainment",Diversified,M,China,1477517591711,,,
Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,-46.271,48,pharmaceuticals,Healthcare,M,China,1488028203332,1205.851,1654,1654
Marc Coucke,Coucke,marc-coucke,marc-coucke,,52,pharmaceuticals,Healthcare,M,Belgium,1471984494169,,,
Jim Davis,Davis,jim-davis-1,no-pic,0,56,staffing & recruiting firm,Service,M,United States,1488028203331,2511.504,834,834
Maria Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,maria-del-pino-y-calvo-sotelo,maria-del-pino-y-calvo-sotelo,-2.529,60,construction,Construction & Engineering,F,Spain,1488028203332,1126.604,1733,1733
Andrea Della Valle,Della Valle,andrea-della-valle,andrea-della-valle,-6.217,51,shoes,Fashion and Retail,M,Italy,1488028203332,1106.366,1751,1751
K. Dinesh,Dinesh,k-dinesh,k-dinesh,0,62,software services,Technology,M,India,1488028203332,1191.218,1669,1669
Sefik Yilmaz Dizdar,Dizdar,sefik-yilmaz-dizdar,no-pic,0,78,Fashion and Retail,Fashion and Retail,M,Turkey,1488028203332,1263.725,1604,1604
Alexander Dzhaparidze,Dzhaparidze,alexander-dzhaparidze,alexander-dzhaparidze,0,61,oil services,Energy,M,Russia,1488028203332,1294,1566,1566
Martin Ebner,Ebner,martin-ebner,martin-ebner,-40.745,71,investments,Finance and Investments,M,Switzerland,1488028203331,2602.656,790,790
Charles Edelstenne,Edelstenne,charles-edelstenne,charles-edelstenne,-7.61,79,aviation,Manufacturing,M,France,1488028203332,1315.033,1551,1551
Gary Fegel,Fegel,gary-fegel,gary-fegel,0,43,commodities trading,Metals & Mining,M,Switzerland,1488028203332,1200,1664,1665
Gleb Fetisov,Fetisov,gleb-fetisov,gleb-fetisov,0,50,investments,Telecom,M,Russia,1488028203332,1215,1645,1645
Abhay Firodia,Firodia,abhay-firodia,abhay-firodia,-0.001,72,automobiles,Automotive,M,India,1488028203331,2000.889,1048,1048
Paul Foster,Foster,paul-foster,paul-foster,-3.913,59,oil refining,Energy,M,United States,1488028203332,1425.933,1441,1441
Sameer Gehlaut,Gehlaut,sameer-gehlaut,sameer-gehlaut,0,42,finance,Finance and Investments,M,India,1488028203332,1360.711,1500,1500
Geng Jianming,Geng,geng-jianming,geng-jianming,-28.367,54,real estate,Real Estate,M,China,1488028203332,1798.727,1186,1186
Dan Gertler,Gertler,dan-gertler,dan-gertler,0,43,mining,Metals & Mining,M,Israel,1488028203332,1215.5,1644,1644
Serge Godin,Godin,serge-godin,serge-godin,-29.66,67,Information Technology,Technology,M,Canada,1488028203332,1435.897,1437,1437
Ayman Hariri,Hariri,ayman-hariri,ayman-hariri,,38,"construction, investments",Construction & Engineering,M,Lebanon,1471984442965,,,
Fahd Hariri,Hariri,fahd-hariri,fahd-hariri,,36,"construction, investments",Construction & Engineering,M,Lebanon,1471984443826,,,
Alfredo Harp Helu,Harp Helu,alfredo-harp-helu,alfredo-harp-helu,-0.056,72,banking,Finance and Investments,M,Mexico,1488028203332,1264.995,1603,1603
Reed Hastings,Hastings,reed-hastings,reed-hastings,-3.974,56,Netflix,Media & Entertainment,M,United States,1488028203332,1768.627,1206,1206
Richard Hayne,Hayne,richard-hayne,richard-hayne,16.951,69,Urban Outfitters,Fashion and Retail,M,United States,1488028203332,1231.186,1631,1631
Lawrence Ho,Ho,lawrence-ho,lawrence-ho,-21.937,40,casinos,Gambling & Casinos,M,Hong Kong,1488028203332,1576.931,1325,1325
Stewart Horejsi,Horejsi,stewart-horejsi,no-pic,0.602,79,Berkshire Hathaway,Finance and Investments,M,United States,1488028203332,1575.946,1327,1327
Huang Chulong,Huang,huang-chulong,huang-chulong,0,58,real estate,Real Estate,M,Canada,1488028203332,1479.875,1402,1402
Hur Young-In,Hur,hur-young-in,hur-young-in,5.627,67,bakeries/fast-food outlets,Food and Beverage,M,South Korea,1488028203332,1600.302,1299,1299
Hal Jackman,Jackman,hal-jackman,hal-jackman,-0.013,84,"insurance, investments",Finance and Investments,M,Canada,1488028203332,1397.068,1467,1467
Devendra Jain,Jain,devendra-jain,devendra-jain,0,87,chemicals,Manufacturing,M,India,1488028203332,1456.408,1418,1418
Stephen Jarislowsky,Jarislowsky,stephen-jarislowsky,stephen-jarislowsky,0,91,money management,Finance and Investments,M,Canada,1488028203332,1317.669,1548,1548
T.S. Kalyanaraman,Kalyanaraman,ts-kalyanaraman,ts-kalyanaraman,0,69,jewelry,Fashion and Retail,M,India,1488028203332,1376.627,1490,1490
Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,-1.626,55,"oil, banking, telecom",Energy,M,Russia,1488028203332,1188.048,1672,1672
Michael Krasny,Krasny,michael-krasny,michael-krasny,0,63,retail,Technology,M,United States,1488028203332,1393.601,1475,1475
Lev Kvetnoi,Kvetnoi,lev-kvetnoi,lev-kvetnoi,0,51,"cement, airport",Finance and Investments,M,Russia,1488028203332,1205.018,1657,1657
William Lauder,Lauder,william-lauder,no-pic,-3.484,56,Estee Lauder,Fashion and Retail,M,United States,1488028203332,1108.643,1750,1750
Peter Leibinger,Leibinger,peter-leibinger,peter-leibinger,0,50,machine tools,Manufacturing,M,Germany,1488028203332,1368.857,1492,1492
Regine Leibinger,Leibinger,regine-leibinger,regine-leibinger,0,54,machine tools,Manufacturing,F,Germany,1488028203332,1368.857,1492,1493
Li Fucheng,Li,li-fucheng,no-pic,4.151,71,agribusiness,Food and Beverage,M,China,1488028203332,1153.907,1699,1699
Liu Changqing,Liu,liu-changqing,liu-changqing,,64,banking equipment,Manufacturing,M,China,1477517597352,,,
Cameron Mackintosh,Mackintosh,cameron-mackintosh,cameron-mackintosh,,70,Musical Theater,Media & Entertainment,M,United Kingdom,1471984489809,,,
Kishore Mariwala,Mariwala,kishore-mariwala,no-pic,0,82,consumer goods,Food and Beverage,M,India,1488028203332,1507.769,1375,1375
John Martin,Martin,john-martin,no-pic,2.42,65,pharmaceuticals,Healthcare,M,United States,1488028203332,1096.425,1765,1765
Willy Michel,Michel,willy-michel,willy-michel,0,70,medical devices,Healthcare,M,Switzerland,1488028203331,2034.83,1029,1029
Boris Mints,Mints,boris-mints,boris-mints,-0.544,58,real estate,Real Estate,M,Russia,1488028203332,1342.791,1518,1518
Charles Munger,Munger,charles-munger,charles-munger,0.994,93,Berkshire Hathaway,Finance and Investments,M,United States,1488028203332,1477.953,1403,1403
Ni Zhaoxing,Ni,ni-zhaoxing,ni-zhaoxing,0,61,real estate,Real Estate,M,China,1488028203332,1177.771,1683,1683
Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,49.008,83,department stores,Fashion and Retail,M,United States,1488028203332,1184.537,1676,1676
Pierre Papillaud,Papillaud,pierre-papillaud,pierre-papillaud,,81,water,Food and Beverage,M,France,1471984488755,,,
Victor Pinchuk,Pinchuk,victor-pinchuk,victor-pinchuk,0,56,"steel pipes, diversified",Metals & Mining,M,Ukraine,1488028203332,1100.968,1754,1754
Conrad Prebys,Prebys,conrad-prebys,conrad-prebys,,83,real estate,Real Estate,M,United States,1471984504103,,,
Michael Price,Price,michael-price,michael-price,-1.98,64,investments,Finance and Investments,M,United States,1488028203332,1224.907,1638,1638
Daniel Roullier,Roullier,daniel-roullier,no-pic,0,80,animal feed,Food and Beverage,M,France,1488028203332,1709.367,1227,1227
Ruan Shuilong,Ruan,ruan-shuilong,no-pic,4.267,81,chemicals,Manufacturing,M,China,1488028203332,1244.611,1618,1618
Alan Rydge,Rydge,alan-rydge,alan-rydge,12.861,64,entertainment,Real Estate,M,Australia,1488028203332,1026.564,1828,1828
Sheryl Sandberg,Sandberg,sheryl-sandberg,sheryl-sandberg,0.392,47,Facebook,Technology,F,United States,1488028203332,1362.975,1496,1496
Monika Schoeller,Schoeller,monika-schoeller,monika-schoeller,-1.384,78,publishing,Media & Entertainment,F,Germany,1488028203332,1176.093,1686,1686
Kirill Shamalov,Shamalov,kirill-shamalov,kirill-shamalov,0,34,petrochemicals,Energy,M,Russia,1488028203332,1252.622,1614,1614
Shin Dong-Joo,Shin,shin-dong-joo,shin-dong-joo,2.971,63,retailing,Fashion and Retail,M,South Korea,1488028203332,1270.408,1596,1596
Evgeny (Eugene) Shvidler,Shvidler,evgeny-eugene-shvidler,evgeny-eugene-shvidler,-5.971,52,"oil & gas, investments",Energy,M,United States,1488028203332,1334.612,1533,1533
Peter Sperling,Sperling,peter-sperling,peter-sperling,0,57,education,Service,M,United States,1488028203332,1379.016,1489,1489
Michael Steinhardt,Steinhardt,michael-steinhardt,michael-steinhardt,-1.408,76,finance,Finance and Investments,M,United States,1488028203332,1043.635,1811,1811
Su Weizhong,Su,su-weizhong,no-pic,2.971,48,"oil, fertilizers",Energy,M,China,1488028203332,1163.373,1697,1697
Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,0,67,metals. coal,Manufacturing,M,China,1488028203332,1145.664,1710,1710
Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,0,52,coal mine,Metals & Mining,M,Czech Republic,1488028203332,1266.689,1602,1602
Stefan von Holtzbrinck,von Holtzbrinck,stefan-von-holtzbrinck,stefan-von-holtzbrinck,-1.384,53,publishing,Media & Entertainment,M,Germany,1488028203332,1176.093,1686,1687
Wang Junjin,Wang,wang-junjin,wang-junjin,35.605,48,regional airline,Service,M,China,1488028203332,1328.131,1540,1540
Wen Jianping,Wen,wen-jianping,wen-jianping,5.176,54,sewage treatment,Service,M,China,1488028203332,1414.077,1447,1447
Horst Wortmann,Wortmann,horst-wortmann,horst-wortmann,0,75,footwear,Fashion and Retail,M,Germany,1488028203331,2007.768,1041,1041
Wu Yiling,Wu,wu-yiling,wu-yiling,0.001,67,pharmaceuticals,Healthcare,M,China,1488028203332,1472.411,1406,1406
Yang Keng,Yang,yang-keng,yang-keng,4.928,56,real estate,Real Estate,M,China,1488028203332,1117.958,1741,1741
Yu Minhong,Yu,yu-minhong,yu-minhong,-13.509,55,education,Service,M,China,1488028203332,1650.355,1267,1267
Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,-0.264,48,"real estate, shipbuilding",Diversified,M,Hong Kong,1488028203332,1207.893,1651,1651
Zhao Xiaoqiang,Zhao,zhao-xiaoqiang,no-pic,-2.259,49,"fashion, entertainment",Fashion & Retail,M,China,1488028203332,1112.706,1745,1745
Zheng Jianjiang,Zheng,zheng-jianjiang,zheng-jianjiang,5.098,56,electrical equipment,Manufacturing,M,China,1488028203332,1185.728,1673,1673
Zhong Sheng Jian,Zhong,zhong-sheng-jian,zhong-sheng-jian,32.849,58,real estate,Real Estate,M,Singapore,1488028203332,1593.152,1311,1311
Abdul Rasyid,Abdul,abdul-rasyid,abdul-rasyid,,59,timber,Manufacturing,M,Indonesia,1480458473685,,,
Alberto Alcocer,Alcocer,alberto-alcocer,alberto-alcocer,-3.639,74,investments,Finance and Investments,M,Spain,1488028203332,1201.423,1663,1663
Bill Alfond,Alfond,bill-alfond,no-pic,0.762,68,shoes,Fashion and Retail,M,United States,1488028203332,1439.74,1432,1432
Peter Alfond,Alfond,peter-alfond,no-pic,0.762,64,shoes,Fashion and Retail,M,United States,1488028203332,1443.092,1429,1429
Susan Alfond,Alfond,susan-alfond,susan-alfond,0.762,71,shoes,Fashion and Retail,F,United States,1488028203332,1439.74,1432,1433
Ted Alfond,Alfond,ted-alfond,no-pic,0.762,72,shoes,Fashion and Retail,M,United States,1488028203332,1443.092,1429,1430
Joy Alukkas,Alukkas,joy-alukkas,joy-alukkas,0,60,Jewelry,Fashion and Retail,M,India,1488028203332,1648.032,1269,1269
Chirayu Amin,Amin,chirayu-amin,chirayu-amin,0,70,pharmaceuticals,Healthcare,M,India,1488028203332,1073.975,1781,1781
Ayman Asfari,Asfari,ayman-asfari,ayman-asfari,2.035,58,oil services,Energy,M,United Kingdom,1488028203332,1076.816,1779,1779
Thomas Bailey,Bailey,thomas-bailey,no-pic,0,80,money management,Finance and Investments,M,United States,1488028203332,1100,1758,1761
Achal Bakeri,Bakeri,achal-bakeri,achal-bakeri,0,57,air coolers,Manufacturing,M,India,1488028203332,1307.418,1558,1558
Elena Baturina,Baturina,elena-baturina,elena-baturina,0,53,construction,Construction & Engineering,F,Russia,1488028203332,1058,1797,1797
Eduardo Belmont Anderson,Belmont Anderson,eduardo-belmont-anderson,no-pic,0,71,cosmetics,Fashion and Retail,M,Peru,1488028203332,1153.872,1700,1700
Aldo Bensadoun,Bensadoun,aldo-bensadoun,aldo-bensadoun,0,78,shoes,Fashion and Retail,M,Canada,1488028203332,1004.172,1845,1845
William Berkley,Berkley,william-berkley,william-berkley,-0.808,70,insurance,Finance and Investments,M,United States,1488028203332,1588.536,1318,1318
Albert Berner,Berner,albert-berner,albert-berner,0,81,fasteners,Manufacturing,M,Germany,1488028203332,1486.391,1396,1396
Sara Blakely,Blakely,sara-blakely,sara-blakely,0,45,Spanx,Fashion and Retail,F,United States,1488028203332,1054.172,1800,1800
John Bloor,Bloor,john-bloor,no-pic,0,73,"real estate, manufacturing",Diversified,M,United Kingdom,1488028203332,1010.165,1842,1842
Charles Brandes,Brandes,charles-brandes,charles-brandes,0,73,money management,Finance and Investments,M,United States,1488028203332,1203.523,1661,1661
Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0,92,"mining, banking",Diversified,F,Peru,1488028203332,1450,1421,1421
Hideyuki Busujima,Busujima,hideyuki-busujima,no-pic,-8.2,64,pachinko machines,"Gambling, Casinos",M,Japan,1488028203332,1163.987,1696,1696
Binod Chaudhary,Chaudhary,binod-chaudhary,binod-chaudhary,0,61,diversified,Diversified,M,Nepal,1488028203332,1303.307,1559,1559
Cheng Xue,Cheng,cheng-xue,no-pic-female,2.969,46,soy sauce,Food and Beverage,F,China,1488028203332,1114.983,1744,1744
Cho Chang-Gul,Cho,cho-chang-gul,cho-chang-gul,,77,Furniture,Manufacturing,M,South Korea,1471984623717,,,
Chu Mang Yee,Chu,chu-mang-yee,chu-mang-yee,0,57,real estate,Real Estate,M,China,1488028203331,2455.85,858,858
D. Leopoldo Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,d-leopoldo-del-pino-y-calvo-sotelo,no-pic,-1.568,54,construction,Construction & Engineering,M,Spain,1488028203332,1055.221,1799,1799
Norbert Dentressangle,Dentressangle,norbert-dentressangle,norbert-dentressangle,0,62,transport/logistics,Logistics,M,France,1488028203332,1067.507,1784,1784
Mohammed Dewji,Dewji,mohammed-dewji,mohammed-dewji,0,41,diversified,Diversified,M,Tanzania,1488028203332,1395.288,1470,1470
Henry Engelhardt,Engelhardt,henry-engelhardt,henry-engelhardt,-10.671,59,insurance,Finance and Investments,M,United States,1488028203332,1077.065,1778,1778
Fan Zhaoxia,Fan,fan-zhaoxia,no-pic-female,7.975,49,photovoltaic equipment,Energy,F,China,1488028203332,1093.67,1767,1767
Stephen Feinberg,Feinberg,stephen-feinberg,no-pic,0,56,private equity,Finance and Investments,M,United States,1488028203332,1272.086,1593,1593
Soichiro Fukutake,Fukutake,soichiro-fukutake,soichiro-fukutake,-2.605,71,education,Service,M,Japan,1488028203332,1146.117,1709,1709
Sanjiv Goenka,Goenka,sanjiv-goenka,sanjiv-goenka,0.001,56,diversified,Diversified,M,India,1488028203332,1623.526,1285,1285
Gu Wei,Gu,gu-wei,no-pic,7.757,52,consumer electronics,Manufacturing,M,China,1488028203332,1397.101,1466,1466
Mehmet Nazif Gunal,Gunal,mehmet-nazif-gunal,mehmet-nazif-gunal,0,69,"tourism, construction",Diversified,M,Turkey,1488028203332,1635.006,1276,1276
Suat Gunsel,Gunsel,suat-gunsel,suat-gunsel,0,64,"real estate, education",Real Estate,M,Cyprus,1488028203332,1694.432,1240,1240
Vinod Gupta,Gupta,vinod-anil-rai-gupta,no-pic-female,0,71,electrical equipment,Manufacturing,F,India,1488028203331,2469.946,850,850
Clelia Haji-Ioannou,Haji-Ioannou,clelia-haji-ioannou,no-pic-female,,46,EasyJet,Service,F,Cyprus,1471984619253,,,
Dorrance Hamilton,Hamilton,dorrance-hamilton,dorrance-hamilton,0.575,88,Campbell Soup,Food and Beverage,F,United States,1488028203332,1282.972,1581,1581
Han Tao,Han,han-tao,no-pic,8.804,56,electronics components,Manufacturing,M,China,1488028203332,1455.258,1419,1419
He Yamin,He,he-yamin,no-pic,8.821,60,manufacturing,Manufacturing,M,China,1488028203332,1619.19,1288,1288
Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,-10.502,58,"elevators, escalators",Manufacturing,M,Finland,1488028203332,1361.057,1499,1499
Niklas Herlin,Herlin,niklas-herlin,no-pic,-9.414,53,"elevators, escalators",Manufacturing,M,Finland,1488028203332,1375.857,1491,1491
J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,-4.769,68,investments,Finance and Investments,M,United States,1488028203332,1235.756,1630,1630
Hong Seok-Joh,Hong,hong-seok-joh,hong-seok-joh,37.903,64,retail,Fashion and Retail,M,South Korea,1488028203332,1628.383,1283,1283
Hua Xuande,Hua,hua-xuande,no-pic,,73,Pharmaceuticals,Healthcare,M,China,1471984620482,,,
Mohammed Ibrahim,Ibrahim,mohammed-ibrahim,mohammed-ibrahim,0,70,communications,Telecom,M,United Kingdom,1488028203332,1138.634,1721,1721
